fermi_name,fermi_l,fermi_b,fermi_flux,fermi_r95,fermi_class,num_csc_matches,csc_names,csc_fluxes,csc_glons,csc_glats
4FGL J1416.5-6145,312.81552277,-0.52952617,5.3952e-12,0.2548,spp,70,"2CXO J141424.2-614449, 2CXO J141432.1-614008, 2CXO J141437.5-614818, 2CXO J141439.5-614632, 2CXO J141441.6-614258, 2CXO J141441.7-614821, 2CXO J141443.7-614735, 2CXO J141444.1-614028, 2CXO J141447.5-614824, 2CXO J141449.2-614038, 2CXO J141449.7-614637, 2CXO J141451.9-613607, 2CXO J141454.0-614326, 2CXO J141454.3-614316, 2CXO J141455.5-614604, 2CXO J141456.9-613912, 2CXO J141458.1-613727, 2CXO J141500.5-613552, 2CXO J141500.5-613956, 2CXO J141501.6-614224, 2CXO J141501.8-614226, 2CXO J141502.0-613845, 2CXO J141502.4-614415, 2CXO J141503.3-614202, 2CXO J141503.8-614626, 2CXO J141507.5-615119, 2CXO J141508.4-614515, 2CXO J141509.0-614602, 2CXO J141509.5-614614, 2CXO J141511.9-614842, 2CXO J141513.0-614930, 2CXO J141516.6-614137, 2CXO J141518.6-614052, 2CXO J141518.7-614138, 2CXO J141519.0-615225, 2CXO J141520.2-614713, 2CXO J141520.3-614125, 2CXO J141521.3-613857, 2CXO J141523.2-614238, 2CXO J141523.7-614043, 2CXO J141528.4-614231, 2CXO J141528.7-615137, 2CXO J141529.3-613952, 2CXO J141529.4-614221, 2CXO J141529.5-614352, 2CXO J141529.7-614411, 2CXO J141530.9-613958, 2CXO J141531.3-613905, 2CXO J141531.6-613932, 2CXO J141532.9-614046, 2CXO J141532.9-614154, 2CXO J141533.8-613818, 2CXO J141534.5-615103, 2CXO J141534.8-614145, 2CXO J141536.1-614552, 2CXO J141541.8-614229, 2CXO J141542.3-614340, 2CXO J141543.8-614212, 2CXO J141545.0-614121, 2CXO J141545.1-614921, 2CXO J141547.7-614448, 2CXO J141548.2-614138, 2CXO J141554.5-614250, 2CXO J141557.2-614314, 2CXO J141558.8-614216, 2CXO J141559.1-613341, 2CXO J141600.9-614135, 2CXO J141602.1-614525, 2CXO J141605.5-614700, 2CXO J141606.4-614517","8.5379979654552e-15, 2.9915650258502e-15, 7.3339112092455e-15, 5.0420537919536e-15, 1.4306068570661e-15, 3.3562304556831e-14, 2.4784965520273e-14, 4.1613015520016e-15, 3.0226855826006e-14, 1.4184036321383e-14, 3.9810098418564e-15, 2.4824847270587e-15, 5.0752968895961e-15, 2.8405380543866e-15, 1.1477350226956e-15, 1.3058653916111e-14, 1.4329512879921e-15, 1.1058672091128e-14, 1.9124213921657e-15, 5.1479817706417e-13, 3.0218742398124e-14, 3.5643002022136e-15, 6.76848426533e-15, 4.7009261330144e-15, 3.4472021177178e-15, 5.9916221151796e-15, 7.8922847037939e-15, 1.7185554437438e-14, 4.7824323496167e-15, 3.8648495528549e-15, 3.2309396734651e-15, 2.243327593612e-15, 4.0015263872292e-15, 2.3340278856563e-15, 3.432591812936e-15, 3.311219031272e-14, 1.2984699416558e-14, 5.9236431624695e-15, 4.1558929983959e-15, 2.7808574564897e-15, 1.4738304870108e-14, 3.1193812047917e-14, 1.7889481590032e-15, 1.0829987222781e-14, 2.4557068333742e-15, 2.9097197133056e-14, 4.6558537158265e-15, 2.7359326533845e-14, 1.1225712334441e-15, 4.3018918368665e-15, 3.0451792362897e-15, 3.9878007695564e-15, 8.9973948175179e-15, 2.7356636022669e-15, 8.2543913666234e-15, 4.4667526330726e-15, 7.1615305654396e-15, 5.4993647250341e-13, 1.022523019439e-14, 5.3426287590884e-15, 2.174813097421e-15, 3.9056156616513e-14, 3.6129085387933e-15, 5.1064147776225e-15, 6.5113204411694e-15, 6.2951002607132e-14, 3.1649295729298e-15, 9.4825544690021e-15, 1.1136937485587e-14, 1.7709705904625e-14","312.582936, 312.622317, 312.58943, 312.602386, 312.625184, 312.597088, 312.604882, 312.643135, 312.607625, 312.651706, 312.620985, 312.680627, 312.645907, 312.647503, 312.634909, 312.67383, 312.685245, 312.698172, 312.676637, 312.665721, 312.665785, 312.685736, 312.657388, 312.670878, 312.648462, 312.629546, 312.663344, 312.660155, 312.660159, 312.651492, 312.649397, 312.697955, 312.70566, 312.701708, 312.644985, 312.675009, 312.705794, 312.720939, 312.704859, 312.715947, 312.715101, 312.667315, 312.730891, 312.718007, 312.71007, 312.708768, 312.733407, 312.738927, 312.737048, 312.732905, 312.726944, 312.747809, 312.681194, 312.731251, 312.711842, 312.740551, 312.735069, 312.745814, 312.752459, 312.710019, 312.739125, 312.757019, 312.762318, 312.765164, 312.773432, 312.819873, 312.781068, 312.762673, 312.760728, 312.771567","-0.439797, -0.370731, -0.503188, -0.476618, -0.421282, -0.506612, -0.495706, -0.383548, -0.510938, -0.389338, -0.484257, -0.319561, -0.436607, -0.434063, -0.479094, -0.371492, -0.344657, -0.321002, -0.385293, -0.424965, -0.425722, -0.367457, -0.454783, -0.420158, -0.489978, -0.569599, -0.474239, -0.487065, -0.490662, -0.530919, -0.544213, -0.422153, -0.411418, -0.423579, -0.594227, -0.512741, -0.42119, -0.382916, -0.442115, -0.412346, -0.443698, -0.58751, -0.40242, -0.441819, -0.465749, -0.470866, -0.404943, -0.391382, -0.398427, -0.418958, -0.436775, -0.380445, -0.582198, -0.435599, -0.501529, -0.451503, -0.470721, -0.448393, -0.435597, -0.562168, -0.491949, -0.442095, -0.465209, -0.473181, -0.458945, -0.323721, -0.449533, -0.510712, -0.537824, -0.511298"
4FGL J1417.7-6057,313.2220319,0.17804372,1.2824e-11,0.0445,,4,"2CXO J141730.0-605726, 2CXO J141737.0-605728, 2CXO J141738.7-605723, 2CXO J141745.0-605619","9.2139085588495e-15, 4.7894443400092e-15, 6.1650264838566e-15, 3.2562736789728e-15","313.187918, 313.201096, 313.204754, 313.22257","0.189055, 0.183764, 0.183964, 0.1966"
4FGL J1418.7-6057,313.33083303,0.13078807,3.0302e-10,0.0111,PSR,4,"2CXO J141842.6-605802, 2CXO J141842.9-605804, 2CXO J141843.3-605734, 2CXO J141845.5-605717","2.1089844804528e-13, 2.0807196528005e-13, 5.546004584479e-14, 2.8853407292777e-14","313.323237, 313.323547, 313.327099, 313.332979","0.13121, 0.130629, 0.138368, 0.141175"
4FGL J1420.0-6048,313.52939156,0.23072729,1.2452e-10,0.0204,PSR,5,"2CXO J141959.6-604806, 2CXO J142004.4-604749, 2CXO J142004.6-604908, 2CXO J142008.1-604817, 2CXO J142008.4-604815","4.2428188966726e-16, 1.5814008051444e-15, 1.6740381912638e-15, 6.8325213161634e-14, 4.4464185341669e-15","313.525755, 313.536457, 313.529597, 313.541029, 313.541642","0.235471, 0.236618, 0.215855, 0.226835, 0.227218"
4FGL J1430.9-6024c,314.92227382,0.11741731,7.6204e-12,0.1057,,1,2CXO J143126.8-602759,1.4327027606767e-14,314.957035,0.049024
4FGL J1429.9-5911,315.26169915,1.30380823,1.1037e-10,0.016,PSR,6,"2CXO J142950.7-591113, 2CXO J142956.6-591146, 2CXO J142957.8-591022, 2CXO J142958.5-591136, 2CXO J142958.7-591104, 2CXO J143001.0-591145","2.1883045783671e-15, 9.2730491617055e-15, 5.7369656502158e-15, 1.8090228397667e-14, 9.6241885618833e-15, 6.6319436437566e-15","315.248095, 315.256438, 315.267419, 315.261114, 315.26492, 315.265313","1.311059, 1.297841, 1.318655, 1.29918, 1.307106, 1.294785"
4FGL J1444.9-5939,316.82859833,0.11439434,2.7317e-11,0.0801,,1,2CXO J144523.7-593840,1.8780655151823e-14,316.880878,0.104863
4FGL J1459.5-6053,317.88591758,-1.7915277,1.2231e-10,0.015,PSR,2,"2CXO J145930.2-605320, 2CXO J145931.9-605256","3.1391414881103e-14, 1.1469353108222e-14","317.886506, 317.892654","-1.79128, -1.787026"
4FGL J1454.3-5551,319.61863183,2.98646769,6.1143e-12,0.2849,,2,"2CXO J145243.0-554549, 2CXO J145320.5-554253","2.7857329221003e-14, 2.8523082095341e-13","319.45808, 319.558828","3.167463, 3.171499"
4FGL J1509.4-5850,319.97581194,-0.61604407,1.2037e-10,0.014,PSR,8,"2CXO J150921.4-585054, 2CXO J150921.9-585053, 2CXO J150926.6-585057, 2CXO J150927.1-585056, 2CXO J150927.4-585101, 2CXO J150931.4-584959, 2CXO J150932.7-585102, 2CXO J150933.3-585021","9.2362304051016e-16, 5.8138554235382e-16, 1.5780946173267e-15, 2.9477847580582e-14, 1.5212080717991e-15, 6.8143337168453e-16, 7.3316169003089e-16, 1.3152267804405e-15","319.96196, 319.962843, 319.971061, 319.972185, 319.971978, 319.988169, 319.981761, 319.988541","-0.614059, -0.614355, -0.620459, -0.62066, -0.622191, -0.611746, -0.628327, -0.619191"
4FGL J1528.4-5838,322.16876783,-1.75418045,1.7851e-11,0.0333,PSR,5,"2CXO J152822.2-583643, 2CXO J152822.6-583731, 2CXO J152824.7-583605, 2CXO J152830.6-583906, 2CXO J152835.6-583913","2.6809546952074e-15, 2.6929083673012e-15, 2.7794140569797e-15, 5.5383352173864e-15, 3.9237523918692e-14","322.174216, 322.167402, 322.184689, 322.166943, 322.17476","-1.731531, -1.74282, -1.725577, -1.774523, -1.782153"
4FGL J1542.1-5901,323.38277721,-3.10636675,7.3886e-12,0.09,,3,"2CXO J154142.6-590141, 2CXO J154201.6-590457, 2CXO J154239.3-590319","2.2142909450983e-14, 8.206443914578e-15, 4.1109956832358e-14","323.334999, 323.334589, 323.415522","-3.076186, -3.144237, -3.171292"
4FGL J1531.5-5612,323.89482923,-0.00034256,1.9043e-11,0.0673,PSR,7,"2CXO J153113.7-561135, 2CXO J153124.4-561605, 2CXO J153127.8-561055, 2CXO J153134.9-561449, 2CXO J153142.1-561356, 2CXO J153152.3-561040, 2CXO J153159.7-561129","1.7140177390396e-14, 1.8340872489297e-14, 1.8716559790332e-14, 8.1846509872914e-15, 7.1342419937289e-15, 1.2663223851914e-14, 4.9771992355027e-15","323.863694, 323.841165, 323.896987, 323.873315, 323.895409, 323.945846, 323.951964","0.042141, -0.033631, 0.032539, -0.030117, -0.027612, 0.003274, -0.017548"
4FGL J1514.3-4946,325.24715602,6.8086802,4.1535e-11,0.0125,MSP,1,2CXO J151419.0-494615,4.9246310482196e-15,325.249284,6.80741
4FGL J1615.3-6034,325.54875715,-6.99169727,3.7919e-12,0.1091,,12,"2CXO J161450.4-603251, 2CXO J161512.1-603313, 2CXO J161512.6-603338, 2CXO J161514.8-603530, 2CXO J161516.7-603630, 2CXO J161519.3-603852, 2CXO J161524.6-603401, 2CXO J161531.8-603702, 2CXO J161531.9-603732, 2CXO J161532.9-603954, 2CXO J161536.7-603456, 2CXO J161545.2-603845","1.2460392059462e-14, 5.6201696645508e-15, 1.0169081782665e-14, 3.1157214835031e-14, 4.7305530887824e-15, 7.66460142778e-14, 3.170716881124e-14, 9.7794466828393e-15, 1.4865976013637e-14, 1.3459408444895e-13, 1.5751967351567e-14, 5.5503820274039e-15","325.521365, 325.5493, 325.545178, 325.526607, 325.517632, 325.4939, 325.55848, 325.533795, 325.528081, 325.501717, 325.565586, 325.533468","-6.936824, -6.972302, -6.977944, -7.003364, -7.018114, -7.050103, -6.999533, -7.045777, -7.051956, -7.081769, -7.027707, -7.085343"
4FGL J1554.4-5506,327.12295638,-1.08249538,5.3437e-12,0.0765,pwn,148,"2CXO J155355.8-550725, 2CXO J155356.5-550756, 2CXO J155358.6-550802, 2CXO J155359.2-550540, 2CXO J155359.6-550719, 2CXO J155359.8-550816, 2CXO J155400.6-550655, 2CXO J155401.3-550508, 2CXO J155401.8-550414, 2CXO J155402.5-550941, 2CXO J155405.1-550406, 2CXO J155407.6-550326, 2CXO J155407.8-550632, 2CXO J155407.9-550951, 2CXO J155408.0-550522, 2CXO J155408.2-550807, 2CXO J155408.4-550825, 2CXO J155408.8-550405, 2CXO J155409.3-550457, 2CXO J155410.1-550742, 2CXO J155410.3-550654, 2CXO J155411.6-550328, 2CXO J155412.5-550612, 2CXO J155412.7-550842, 2CXO J155413.0-550645, 2CXO J155413.7-550708, 2CXO J155413.7-550723, 2CXO J155415.2-550535, 2CXO J155416.0-550445, 2CXO J155416.1-550647, 2CXO J155417.2-550913, 2CXO J155417.7-550808, 2CXO J155417.7-550839, 2CXO J155418.4-550312, 2CXO J155418.4-550633, 2CXO J155418.6-550556, 2CXO J155418.6-550926, 2CXO J155418.6-550953, 2CXO J155419.0-550638, 2CXO J155419.1-550828, 2CXO J155419.3-550333, 2CXO J155419.4-550554, 2CXO J155419.6-550529, 2CXO J155419.6-550839, 2CXO J155419.7-550653, 2CXO J155420.0-550434, 2CXO J155420.0-550731, 2CXO J155420.5-550711, 2CXO J155420.6-550523, 2CXO J155420.7-550549, 2CXO J155420.7-550620, 2CXO J155420.8-550827, 2CXO J155421.2-550338, 2CXO J155421.5-550239, 2CXO J155421.9-550916, 2CXO J155422.2-550419, 2CXO J155423.4-550245, 2CXO J155423.4-551001, 2CXO J155423.8-550854, 2CXO J155424.1-550808, 2CXO J155424.4-550343, 2CXO J155425.0-550326, 2CXO J155425.0-550804, 2CXO J155425.3-550737, 2CXO J155425.7-550300, 2CXO J155426.2-550951, 2CXO J155426.4-550806, 2CXO J155427.0-550448, 2CXO J155427.0-550846, 2CXO J155427.5-550901, 2CXO J155427.6-551013, 2CXO J155427.6-551030, 2CXO J155427.7-550953, 2CXO J155428.1-550359, 2CXO J155428.1-550634, 2CXO J155428.1-551120, 2CXO J155428.6-550450, 2CXO J155429.1-550605, 2CXO J155429.2-551036, 2CXO J155429.6-550437, 2CXO J155429.6-550849, 2CXO J155429.9-550704, 2CXO J155430.4-550827, 2CXO J155430.5-550714, 2CXO J155430.6-550947, 2CXO J155430.7-550536, 2CXO J155431.1-550309, 2CXO J155431.1-550935, 2CXO J155431.3-550347, 2CXO J155431.4-550842, 2CXO J155431.9-550554, 2CXO J155432.3-550826, 2CXO J155432.4-550339, 2CXO J155432.7-550325, 2CXO J155433.5-550341, 2CXO J155433.9-550456, 2CXO J155434.0-550246, 2CXO J155434.1-550737, 2CXO J155434.3-551050, 2CXO J155434.5-550415, 2CXO J155434.5-551021, 2CXO J155435.4-550501, 2CXO J155435.5-550321, 2CXO J155435.7-550816, 2CXO J155436.6-550909, 2CXO J155437.0-551049, 2CXO J155437.2-550602, 2CXO J155437.2-550727, 2CXO J155437.3-550343, 2CXO J155438.0-550516, 2CXO J155438.1-550745, 2CXO J155438.5-550700, 2CXO J155438.8-550820, 2CXO J155439.0-550659, 2CXO J155440.3-550532, 2CXO J155440.9-550948, 2CXO J155441.1-550803, 2CXO J155441.3-550738, 2CXO J155441.8-551012, 2CXO J155442.0-550823, 2CXO J155442.2-550550, 2CXO J155442.2-550829, 2CXO J155442.3-550420, 2CXO J155442.3-550723, 2CXO J155442.5-550251, 2CXO J155443.2-550345, 2CXO J155443.6-550452, 2CXO J155443.7-550735, 2CXO J155444.1-550840, 2CXO J155444.4-550504, 2CXO J155444.6-550411, 2CXO J155444.6-550517, 2CXO J155445.3-550812, 2CXO J155445.8-550553, 2CXO J155445.9-550921, 2CXO J155446.2-551034, 2CXO J155447.0-550452, 2CXO J155447.2-550815, 2CXO J155448.0-551015, 2CXO J155449.0-550728, 2CXO J155450.8-550421, 2CXO J155451.9-550920, 2CXO J155452.6-550936, 2CXO J155453.7-550749, 2CXO J155456.3-550649, 2CXO J155456.7-550837, 2CXO J155457.7-550604, 2CXO J155458.5-550737","1.2573817007695e-15, 1.8534940908564e-15, 1.5117734873277e-15, 4.7681316582591e-16, 9.2296987157158e-16, 3.3913064722007e-16, 9.2892731882103e-16, 4.3406389856632e-16, 2.5203978308214e-15, 6.4761750821536e-16, 3.1481081355051e-15, 6.1946503627201e-16, 4.133816412944e-16, 1.0679177828449e-15, 5.4702593388318e-16, 1.1771945972952e-15, 1.5699508588927e-16, 3.8260917116254e-16, 1.5379541708676e-15, 1.2865908539685e-15, 5.8775827577598e-15, 1.0652516291617e-15, 6.6318477404473e-16, 6.293841311322e-15, 7.5578522718956e-16, 2.7330498092701e-15, 4.1709973848446e-16, 4.6905590047945e-16, 8.720385803112e-16, 2.989325963841e-16, 3.7623132703625e-15, 2.0335638871246e-16, 2.5797007139446e-15, 4.3762021360746e-16, 9.3370884414711e-16, 3.2463493078971e-16, 1.0119270933081e-15, 2.1992082590031e-15, 1.3885359270498e-15, 1.0612309039995e-15, 8.6641898044529e-15, 3.9001058811285e-16, 8.0234229873544e-16, 2.6615149632622e-16, 3.8426066727227e-16, 1.6062443908574e-15, 1.9807455965253e-16, 2.4841055717919e-16, 1.1979396411215e-15, 1.7851617193718e-15, 1.8886840343052e-15, 7.8786541752883e-16, 1.3936701404425e-15, 4.7513873007942e-15, 1.7662748873415e-15, 7.5477309706817e-16, 3.0383494869804e-15, 5.8551203112962e-16, 1.4596525952549e-15, 6.9763651321136e-15, 2.445064163145e-13, 6.0878778973165e-16, 2.3312514055067e-15, 3.5961708500131e-16, 1.5807442055452e-14, 2.6198292005349e-16, 1.9433565101617e-16, 1.8150081988699e-15, 8.9507438110132e-16, 1.6284986306411e-15, 2.9327628619953e-14, 6.9960370209577e-15, 8.6137725387761e-16, 2.7892519295508e-15, 3.7143152766518e-15, 2.7405469749343e-15, 1.93924323208e-15, 6.6594818371877e-16, 3.4406043777544e-16, 4.5505518541217e-16, 6.1734203181428e-16, 1.3345816445623e-15, 1.4844041025644e-16, 1.036465191727e-16, 6.2250732002492e-16, 4.8736647502982e-15, 2.3648542179558e-15, 5.2160745006553e-14, 1.8108042169191e-15, 4.1789152601801e-15, 1.8400754743794e-15, 1.9883244885666e-15, 3.1364763637331e-16, 1.5659381154952e-15, 8.6982094199833e-16, 9.870836350756e-15, 1.1480962385093e-15, 6.6567008453567e-16, 2.732870729132e-15, 3.2782616757521e-16, 7.7349330280734e-16, 1.3254264598686e-14, 1.8079901488829e-15, 7.8394745898078e-16, 2.7376808710307e-16, 2.4928858947938e-15, 5.4081566215991e-16, 2.1882835982021e-15, 7.7380308129484e-16, 1.4152006059367e-15, 7.9733619574849e-16, 2.9697116703933e-16, 2.2585679596643e-15, 1.2007236819967e-15, 2.3678319338319e-15, 8.0882066828543e-16, 6.0450550206035e-16, 4.7445583462849e-16, 1.3311696477279e-14, 8.2804511686862e-16, 1.4265159751576e-15, 6.6013312163127e-16, 1.7114110289271e-16, 1.6530426136048e-15, 4.5866749619988e-16, 3.5677264954528e-14, 6.0639416700548e-16, 5.4474888191616e-16, 2.2834643122319e-16, 2.0411908935988e-15, 2.7241239133198e-15, 1.9308268225622e-15, 1.9495197525671e-16, 2.5855885468055e-15, 7.4257665691606e-16, 7.1482532706634e-16, 3.1214662886629e-16, 1.3999615451622e-15, 1.4544883407127e-15, 2.8345111376934e-15, 1.9231340312257e-15, 1.7380567564044e-15, 1.7051318431863e-15, 3.7316285789742e-16, 3.073468058434e-15, 1.4027076600821e-15, 8.393334419082e-16, 8.4453116512813e-16","327.059359, 327.055181, 327.058116, 327.084311, 327.067405, 327.057745, 327.073437, 327.093691, 327.104179, 327.04779, 327.111652, 327.123312, 327.090679, 327.055791, 327.103646, 327.074771, 327.071842, 327.118622, 327.110367, 327.082631, 327.091467, 327.130327, 327.102967, 327.076792, 327.09814, 327.095382, 327.09264, 327.114556, 327.12472, 327.103473, 327.079543, 327.091926, 327.086476, 327.145697, 327.110076, 327.117102, 327.07986, 327.074944, 327.110329, 327.091117, 327.143613, 327.1188, 327.123484, 327.089924, 327.108826, 327.1342, 327.102771, 327.107366, 327.12662, 327.122275, 327.116591, 327.09443, 327.146231, 327.157235, 327.087697, 327.140828, 327.15976, 327.082341, 327.095159, 327.103767, 327.151237, 327.155415, 327.106258, 327.111518, 327.161161, 327.089244, 327.108332, 327.144563, 327.102385, 327.100479, 327.088067, 327.085007, 327.091687, 327.155068, 327.127706, 327.077062, 327.147023, 327.134627, 327.086895, 327.151194, 327.106579, 327.125734, 327.111877, 327.125117, 327.098089, 327.142751, 327.169653, 327.101194, 327.163173, 327.111157, 327.141824, 327.115664, 327.166751, 327.169673, 327.168433, 327.155825, 327.179035, 327.127543, 327.093667, 327.164205, 327.099334, 327.15762, 327.175495, 327.123699, 327.115965, 327.098891, 327.15017, 327.135186, 327.17481, 327.159728, 327.133372, 327.142228, 327.128497, 327.143274, 327.161132, 327.116783, 327.135887, 327.140703, 327.114086, 327.133955, 327.161326, 327.13314, 327.177481, 327.144987, 327.193655, 327.18549, 327.174398, 327.145516, 327.134726, 327.173608, 327.183436, 327.171734, 327.141886, 327.167543, 327.130741, 327.118381, 327.180511, 327.144962, 327.125059, 327.156427, 327.192937, 327.142039, 327.140422, 327.161488, 327.176877, 327.15824, 327.187345, 327.172444","-1.041402, -1.049204, -1.053513, -1.02391, -1.045712, -1.058202, -1.042305, -1.020341, -1.009351, -1.080589, -1.01266, -1.00788, -1.048249, -1.090985, -1.03351, -1.069023, -1.073291, -1.018362, -1.02999, -1.066495, -1.056767, -1.014529, -1.050921, -1.083572, -1.058918, -1.064859, -1.068206, -1.047289, -1.037706, -1.063998, -1.096943, -1.083741, -1.090456, -1.021467, -1.064471, -1.056781, -1.101875, -1.107689, -1.066426, -1.090126, -1.02721, -1.057801, -1.052625, -1.09336, -1.070812, -1.041506, -1.079298, -1.075756, -1.052867, -1.058528, -1.065202, -1.092511, -1.031165, -1.018986, -1.104565, -1.041426, -1.023189, -1.11663, -1.102826, -1.093441, -1.037346, -1.034423, -1.093948, -1.088678, -1.02994, -1.1188, -1.096691, -1.054965, -1.105892, -1.109976, -1.125536, -1.129347, -1.121339, -1.046311, -1.079452, -1.140535, -1.058049, -1.074789, -1.132846, -1.056823, -1.110541, -1.088619, -1.107224, -1.091664, -1.124585, -1.070981, -1.040113, -1.122577, -1.048525, -1.111746, -1.076731, -1.10966, -1.048538, -1.046106, -1.050657, -1.067158, -1.039599, -1.101994, -1.143707, -1.059388, -1.1377, -1.070448, -1.049435, -1.112734, -1.125506, -1.14749, -1.086359, -1.10462, -1.056912, -1.077969, -1.109846, -1.100771, -1.118369, -1.101225, -1.084562, -1.14031, -1.118301, -1.113167, -1.146899, -1.123765, -1.091403, -1.125422, -1.072313, -1.111514, -1.053693, -1.066311, -1.081184, -1.116318, -1.130764, -1.084918, -1.073999, -1.08796, -1.126458, -1.097487, -1.142101, -1.158379, -1.086366, -1.130083, -1.156848, -1.122755, -1.085626, -1.151184, -1.155733, -1.134488, -1.125626, -1.149238, -1.118107, -1.139135"
4FGL J1550.8-5424c,327.17190637,-0.201147,9.3901e-12,0.1065,spp,56,"2CXO J155018.7-542031, 2CXO J155024.7-542241, 2CXO J155031.5-541846, 2CXO J155034.8-541926, 2CXO J155037.7-541921, 2CXO J155038.3-542611, 2CXO J155039.5-541853, 2CXO J155042.9-541915, 2CXO J155044.6-542420, 2CXO J155046.6-542146, 2CXO J155050.0-541916, 2CXO J155050.2-541915, 2CXO J155050.3-542129, 2CXO J155051.2-542153, 2CXO J155053.4-542650, 2CXO J155053.5-541854, 2CXO J155054.1-541823, 2CXO J155054.6-542839, 2CXO J155055.0-541802, 2CXO J155055.5-542057, 2CXO J155057.3-542048, 2CXO J155058.6-542722, 2CXO J155100.2-542041, 2CXO J155100.6-542112, 2CXO J155101.0-541806, 2CXO J155102.8-542057, 2CXO J155103.3-542236, 2CXO J155104.2-541948, 2CXO J155105.0-542248, 2CXO J155105.2-542035, 2CXO J155105.9-542902, 2CXO J155106.6-542030, 2CXO J155106.7-542104, 2CXO J155107.2-542704, 2CXO J155107.6-541926, 2CXO J155107.9-541926, 2CXO J155108.7-542002, 2CXO J155108.8-542003, 2CXO J155108.9-541938, 2CXO J155109.0-541902, 2CXO J155109.0-542150, 2CXO J155109.8-541825, 2CXO J155110.1-542002, 2CXO J155110.3-542222, 2CXO J155111.4-542027, 2CXO J155113.1-542022, 2CXO J155115.3-542456, 2CXO J155115.8-542201, 2CXO J155116.8-541912, 2CXO J155118.2-542130, 2CXO J155120.4-542228, 2CXO J155123.1-541948, 2CXO J155124.0-542111, 2CXO J155125.0-542323, 2CXO J155125.1-542202, 2CXO J155130.1-542122","2.9000261662086e-15, 5.9297813559254e-14, 2.1794227735607e-15, 1.5020491528241e-13, 8.5677424239646e-15, 2.7791568691128e-15, 3.2945851918443e-15, 3.7059295419327e-15, 9.7836324788558e-15, 3.1564374011807e-15, 7.9838530733044e-16, 1.3461527059626e-14, 1.2683109755969e-15, 3.2957231506707e-15, 1.1146642629922e-14, 1.9941324831627e-15, 3.9748655138931e-12, 1.5299364700767e-14, 1.7393411655752e-15, 1.0440300967431e-15, 3.4907805714343e-16, 7.9077877797089e-15, 3.2738949331567e-15, 2.0448096289131e-15, 1.4716996014323e-16, 1.3017685676771e-15, 2.7846944406059e-15, 8.5692152882863e-16, 4.1269296154689e-15, 2.8541172083198e-15, 1.8382549428049e-15, 1.5519589020187e-16, 3.4024345098523e-15, 1.8248367319601e-15, 5.7393709762426e-14, 1.4936564473436e-15, 1.8345227087107e-15, 2.7226862070912e-15, 5.3751161408904e-16, 1.4287097233004e-15, 1.5814490070933e-14, 4.6919601853527e-15, 3.114041370887e-16, 6.8293502033595e-15, 1.6506100399249e-15, 1.267028682167e-15, 9.8493120596473e-15, 7.0877164680116e-14, 1.6699605388745e-15, 6.238360429356e-15, 1.9064666061051e-15, 2.6235630232349e-15, 3.7447162009439e-16, 2.7691417342087e-15, 1.3046186293159e-15, 1.4383631047791e-15","327.147797, 327.136335, 327.190201, 327.189604, 327.19606, 327.125682, 327.204347, 327.206946, 327.156858, 327.187542, 327.220065, 327.220548, 327.197479, 327.194892, 327.147399, 327.230654, 327.236871, 327.13061, 327.242514, 327.212948, 327.217845, 327.151661, 327.224628, 327.219937, 327.253143, 327.226738, 327.210302, 327.241437, 327.211466, 327.235002, 327.148006, 327.23861, 327.232807, 327.171, 327.251752, 327.252259, 327.247329, 327.247524, 327.251926, 327.258358, 327.229319, 327.26648, 327.250181, 327.225871, 327.248072, 327.252255, 327.208573, 327.240115, 327.271356, 327.250119, 327.243919, 327.276988, 327.26442, 327.243019, 327.257544, 327.27399","-0.105319, -0.142569, -0.102135, -0.115665, -0.119076, -0.208585, -0.115791, -0.125822, -0.194263, -0.163925, -0.136849, -0.136952, -0.16601, -0.172558, -0.24, -0.13726, -0.131564, -0.265598, -0.128328, -0.166886, -0.167851, -0.25506, -0.170753, -0.178169, -0.138567, -0.178231, -0.200388, -0.165431, -0.205599, -0.176971, -0.287735, -0.17803, -0.185617, -0.264196, -0.165714, -0.166126, -0.175324, -0.175572, -0.170423, -0.162819, -0.199032, -0.156077, -0.177408, -0.207851, -0.184753, -0.186202, -0.248847, -0.211835, -0.176829, -0.208724, -0.224687, -0.194315, -0.213571, -0.243655, -0.226267, -0.225274"
